english,polish,ID
dawning,świt,1616
scruff,kark,1617
peering out,wyglądając,1618
inched up,zwiększone,1619
snuggle,tulić się,1620
meow,miauczeć,1621
fleas,pchły,1622
love affair,romans,1623
paws,łapy,1624
prancing,pyszałkowaty,1625
spermatozoid,plemnik,1626
accountability,odpowiedzialność,1627
defeated,pokonany,1628
deliberate,obradować,1629
silencer,tłumik,1630
excel,przewyższać,1631
reluctantly,niechętnie,1632
alluded,nawiązywał,1633
masticate,przeżuwać,1634
masticating,masticating,1635
assault,atak,1636
vicariously,zastępczo,1637
jack you off,jack you off,1638
jack you off,odwal się,1639
hustle,pośpiech,1640
drive me nuts,doprowadza mnie do szału,1641
residual,pozostały,1642
i am reliable,jestem niezawodny,1643
sprinkler,tryskacz,1644
enquire,dowiadywać się,1645
infantry,piechota,1646
austere,surowy,1647
predecessors,przodkowie,1648
cornered,osaczony,1649
apprehended,zatrzymany,1650
forensic identification,identyfikacja kryminalistyczna,1651
setback,wpadka,1652
comparable,porównywalne,1653
intimidation,zastraszenie,1654
neglect,zaniedbanie,1655
conceal,ukryć,1656
confines,granice,1657
alleviate,łagodzić,1658
warfare,działania wojenne,1659
confined,ograniczony,1660
middleman,pośrednik,1661
obese,otyły,1662
succumbed to cancer,ulegli rakowi,1663
cardiovascular disease,choroba sercowo-naczyniowa,1664
dilution,roztwór anulowanie,1665
bond that returns zero,"obligacja, która zwraca zero",1666
unraveling,rozwikłać,1667
bouncer,wykidajło,1668
reunited,ponownie się zjednoczył,1669
divestments,dezinwestycje,1670
bristle,jeżyć,1671
allude,wspominać,1672
resentment,uraza,1673
eternity,wieczność,1674
ramming,taranowanie,1675
friction,tarcie,1676
brandish,wywijać,1677
acclaim,oklaskiwać,1678
retain title,zachowaj tytuł,1679
anthrax,wąglik,1680
otitis,zapalenie ucha,1681
clitoral,łechtaczkowy,1682
cockroach,karaluch,1683
credential,poświadczenie,1684
savvy,rozumieć,1685
misalign,źle ustawić,1686
choppy waters,wzburzone wody,1687
condemned it,potępił to,1688
retina,siatkówka oka,1689
tip,wskazówka,1690
tip,napiwek,1691
tip,koniuszek,1692
perpetrator,sprawca,1693
sewage,ścieki,1694
marvel,podziwiać,1695
mocked,wyśmiewali się,1696
dimension,wymiar,1697
conduct,postępek,1698
survey,ankieta,1699
gender pronouns,zaimki płciowe,1700
nutrients,składniki odżywcze,1701
tepid,chłodny,1702
intersects,przecinają się,1703
diagonal,przekątna,1704
round peg,okrągły kołek,1705
perpendicular,prostopadły,1706
consent,zgoda,1707
cherish,kochać,1708
patsy,patsy,1709
dehydration,odwodnienie,1710
underestimate,nie doceniać,1711
messed up,zawiedli,1712
forensic,sądowy,1713
hassle,mordęga,1714
pounding,łomotanie,1715
cloth,płótno,1716
consult,konsultować,1717
acknowledge,uznać,1718
reverend,kleryk,1719
reverend,czcigodny,1720
seizure disorder,zaburzenie napadowe,1721
brawl,bijatyka,1722
looter,szabrownik,1723
lethal,śmiertelny,1724
grid,siatka,1725
lentils,soczewica,1726
navel,pepek,1727
overhaul,wyremontować,1728
pallbearer,karawaniarz,1729
discard,odrzucać,1730
are you jewish?,jesteś żydem?,1731
gentile,goj,1732
fertilizer,nawóz,1733
roll bar,pasek przechyłu,1734
razed,zrównane z ziemią,1735
dreadlocks,dredy,1736
"descended into the sewers, subways and water tunnels of new york","zstąpił do kanałów, metra i tuneli wodnych nowego jorku",1737
mindset,sposób myślenia,1738
prevent seizures,zapobiegać napadom padaczkowym,1739
plea,zarzut,1740
fuse,bezpiecznik,1741
mending,naprawa,1742
roadman,drogowiec,1743
heather,wrzos,1744
high tide,przypływ,1745
moor,wrzosowisko,1746
lisp,seplenić,1747
voicing concerns,wyrażanie obaw,1748
obstruction,przeszkoda,1749
portable stove,przenośny piec,1750
saucepan,rondel,1751
post mortem,post mortem,1752
blood vessel,naczynie krwionośne,1753
off the grid,poza siecią,1754
yield,wydajność,1755
violates,narusza,1756
eschews,unika,1757
reimbursing,zwrot,1758
sightseeing,zwiedzanie,1759
gauge,wskaźnik,1760
content,zadowolony,1761
uppity,zarozumiały,1762
arguably,prawdopodobnie,1763
safety-valve,zawór bezpieczeństwa,1764
lashing up.mocovanie się,przywiązanie do góry.mocovanie się,1765
lashing up,mocowanie,1766
perjury,krzywoprzysięstwo,1767
raunchy,sprośny,1768
recount,opowiadać,1769
relapse,nawrót czegoś,1770
subject to the receipt,pod warunkiem otrzymania,1771
navel,pępek,1772
mildew,pleśń,1773
mold,pleśń,1774
contaminated,zanieczyszczone,1775
cleavage,łupliwość,1776
recline,układać,1777
trapped,uwięziony,1778
retaliation,odwet,1779
benign,łagodny,1780
inclination,nachylenie sklonnosc,1781
cane,laskowy,1782
cane,trzcinowy,1783
yields,plony,1784
mankind,ludzkość,1785
delusion,złudzenie,1786
struck,powalony,1787
staggered,rozłożone,1788
disapproval,nieprzychylność,1789
locket,medalik,1790
slack,luźny,1791
harsh,szorstki,1792
pawnbroker,właściciel lombardu,1793
stain,plama,1794
grueling,wyczerpujący,1795
remained,pozostało,1796
wicked woman,niegodziwej kobiety,1797
disagreeable,nieprzyjemny,1798
beadle,woźny sądowy,1799
sewer,kanał ściekowy,1800
nauseous,nudny,1801
peek,zerkać,1802
retreat,wycofać się,1803
observe,przestrzegać,1804
taunted,drwili,1805
disposal,sprzedaż,1806
traits,cechy,1807
went down,zszedł,1808
trickle down,spłukać,1809
rabid,wściekły,1810
rallies,wieców,1811
foresee,przewidywać,1812
bedrocks,bedrocks :: english > polish,1813
denigrate,oczerniać,1814
outlet,wylot,1815
derided,wyśmiewał się,1816
knee braces,klamry kolanowe,1817
setbacks,niepowodzenia,1818
reign,królować,1819
brought up,wychowany,1820
cheater,oszust,1821
tainted,skażony,1822
reigning,panujący,1823
unleash,rozpętać,1824
deduction,odliczenie,1825
tax liability,zobowiązanie podatkowe,1826
sage advice,mądrość porad,1827
ineligible,którego nie można wybrać,1828
prone,leżący twarzą na dół,1829
eloped,eloped :: english > polish,1830
melee,bijatyka,1831
disguised,przebrany,1832
hitch-hiking hijacking,porwania się po hitch-hiking,1833
lethal,śmiertelny,1834
pious,pobożny,1835
preemptively,prewencyjnie,1836
interrogating,przesłuchanie,1837
expert witness,biegły sądowy,1838
pageants,konkursy,1839
to recoup,odzyskać,1840
advisable,wskazany,1841
oblivion,zapomnienie,1842
attainable,osiągalny,1843
hatchet,topór,1844
pastimes,rozrywki,1845
solitary,samotny,1846
gave off,oddał,1847
hurried out,pośpiesznie,1848
drew,rysował drew breath,1849
humiliated,upokorzony,1850
interrogated,przesłuchiwany,1851
evasion,uchylanie się,1852
coughing fits,napady kaszlu,1853
as penance,jako pokutę,1854
takes measures,podejmuje środki,1855
bedsores,odleżyny,1856
a process comparable to peeling back the layers of an onion (hence the name),proces porównywalny odrywając warstwy cebuli (stąd nazwa),1857
endangering her government aid,narażania jej pomoc rządową,1858
bestows,obdarza,1859
out of loyalty,z lojalności,1860
dismay,przerażenie,1861
tirelessly,niestrudzenie,1862
atonement,pokuta,1863
fumes,opary,1864
residue,pozostałość,1865
evaporate,odparować,1866
contain carcinogen,zawierają rakotwórcze,1867
topical application,stosowanie miejscowe,1868
ingest,łykać,1869
latency,czas oczekiwania,1870
ambitious,ambitny,1871
dispatch,wysyłka,1872
blazed,płonęły,1873
reek,smród,1874
stash,chować na potem,1875
femurs,kości udowe,1876
untraceable,niewykrywalne,1877
associated,powiązany,1878
injunction,nakaz,1879
utility,użyteczność,1880
utilizes,wykorzystuje,1881
redirection,przekierowanie,1882
entire,cały,1883
tedious.,nudny.,1884
get stoned,naćpać,1885
lace,sznurowadło,1886
goblet,czara,1887
thorns,ciernie,1888
rustle,szelest,1889
devoured,pożarty,1890
fairest,najpiękniejsza,1891
haughty,wyniosły,1892
rosy,różany,1893
spherical,kulisty,1894
jaundice,żółtaczka,1895
acute hepatitis,ostre zapalenie wątroby,1896
rehearsed,przećwiczone,1897
flashback,wspomnienie,1898
overbearing,apodyktyczny,1899
vague,niejasny,1900
work off,pozbyć się dzięki pracy,1901
overheard,podsłuchał,1902
envied,zazdrościli,1903
it was numbing,był paraliżujący,1904
testimony,świadectwo,1905
racked up,zgarnął,1906
from within,z wewnątrz,1907
glowing,rozjarzony,1908
ravaged,zniszczonym,1909
short fuse,szybko i często się denerwować,1910
wing it,improwizowac,1911
wind upwound up doing right things,znajdować się w sytuacji,1912
wind up,znajdować się w sytuacji,1913
burden,obciążenie,1914
way out,wyjście,1915
hookup,połączenie,1916
live up to it,wywiązać się z niego,1917
whirlpool,wir,1918
is sweeping,przetacza,1919
it lasted,to trwało,1920
nausea,nudności,1921
toddler,brzdąc,1922
stag,jeleń,1923
peculiar,szczególny,1924
has at least,ma co najmniej,1925
meningitis,zapalenie opon mózgowych,1926
germs,zarazki,1927
unsightly,brzydki,1928
obstacle,przeszkoda,1929
enema,lewatywa,1930
foreplay,gra wstępna,1931
thrusting,wepchnięcie,1932
acquiesce,zgodzić się,1933
harassing,niepokojenie,1934
reckon with,liczyć się z,1935
courtesy,kurtuazja,1936
reluctant.,niechętny.,1937
postnatal depression,depresja poporodowa,1938
people get on her case,ludzie zaczeli ja krytykowac,1939
vicious,złośliwy,1940
modest,skromny,1941
endorsement,poparcie,1942
i will make up to you,i'll compensate,1943
negligence,zaniedbanie,1944
coffin,trumna,1945
outstanding debt,zadłużenie,1946
we will call and quits,bedziemy kwita,1947
rain off our heads,miec spokoj,1948
i don't want to have me pants pulled down over the price,nie chcę by mnie wycyckali przy ustalaniu ceny.,1949
tickling,łaskotanie,1950
behold,ujrzeć,1951
conceive,pojąć,1952
at the very least,przynajmniej,1953
to pave,utorować,1954
reimbursed,zwrot,1955
seized,zajętych,1956
inquisitive,ciekawy,1957
dishevelled,rozczochrany,1958
slender,smukły,1959
vehemently,stanowczo,1960
orchestrated,zaaranżowana,1961
to lure,zwabić,1962
plague,plaga,1963
denial,odmowa,1964
stillborn,nieżywo urodzony,1965
battered body,poobijany ciało,1966
deep grievance,głębokie zażalenia,1967
overlooked,pomijane,1968
scantily clad women,skąpo ubrane kobiety,1969
reconciled,pogodzić,1970
excruciating position,rozdzierający pozycji,1971
intestines,jelita,1972
binding,wiążący,1973
a noose,pętla,1974
he drew closer,podszedł bliżej,1975
perch,okoń,1976
inlet,wlot,1977
dar­ted off,rzucił się,1978
assaulted her,zaatakował ją,1979
uttering,mówiący,1980
look forward to,oczekiwać,1981
seemingly,pozornie,1982
flattered,pochlebia,1983
glamorous,czarujący,1984
hereditary,dziedziczny,1985
severity varies,nasilenie różni,1986
red patches,czerwone plamy,1987
psoriasis,łuszczyca,1988
flawless,bez skazy,1989
"strangulation,","uduszenie,",1990
castigate,chłostać,1991
scatology,nauka o ekskrementach,1992
damaging,szkodliwe,1993
famine,głód,1994
aligned,wyrównany,1995
pails,wiaderka,1996
spit it out,wypluć,1997
outliers,odstających,1998
everlasting,wieczny,1999
outweigh,przeważać kogoś coś,2000
downside,minusem,2001
beloved,ukochany,2002
trumped,zmyślone,2003
judicious,rozsądny,2004
fatigue,zmęczenie,2005
myopic,krótkowzroczny,2006
libel,oszczerstwo,2007
he asked to be excused,poprosił o zwolnienie,2008
the testimony,świadectwo,2009
small intestine,jelito cienkie,2010
grappling with,zmagają się z,2011
rapidly assessed,szybko ocenić,2012
for this lies,za to ponoszą,2013
altercation,sprzeczka,2014
unsanctioned,bezkarna,2015
brawler,awanturnik,2016
the pitch,boisko,2017
trench warfare,okopy,2018
insight,wgląd,2019
placed,umieszczony,2020
in cordials,w nalewki,2021
adulterants,podróbkami,2022
heritable,dziedziczne,2023
artificial,sztuczny,2024
raft,tratwa,2025
beetle,chrząszcz,2026
a kite,latawiec,2027
lug,targać,2028
indispensable,niezbędny,2029
applaud,bić brawo,2030
vacant,pusty,2031
causeway,grobla,2032
vistas,widoki,2033
slight edge,lekką przewagę,2034
cutting-edge,najnowocześniejsze,2035
statutory,ustawowy,2036
bachelor,kawaler,2037
tenancy,dzierżawa,2038
overwhelming,przytłaczający,2039
waged,toczonej,2040
savages,dzikusy,2041
wield,władać,2042
wager,zakład,2043
principal,główny,2044
in the siege,w oblężeniu,2045
derivatives,pochodne,2046
scuffle,bójka,2047
flings,rzuca,2048
her remains,jej szczątki,2049
untimely death,przedwczesna śmierć,2050
prompt,skłonić,2051
likeness,podobieństwo,2052
resemblance,podobieństwo,2053
laws and utility,prawa i użyteczność,2054
suppositories,czopki,2055
sorcerer,czarownik,2056
pledged,zastaw,2057
flax,len,2058
planks,deski,2059
seduce,uwieść,2060
gallivant,włóczyć sięgonic za kobitkami,2061
gallivant,włóczyć się,2062
grand,wielki,2063
warts,brodawki,2064
ascension,wniebowstąpienie,2065
lawful,legalny,2066
tusks,kły,2067
boar,dzik,2068
fled,uciekł,2069
undo,cofnij,2070
freed,uwolniony,2071
bladder,pęcherz,2072
inversely,odwrotnie,2073
decline,upadek,2074
comprehensive,wszechstronny,2075
of state assets,aktywów państwowych,2076
to plug holes,zatkać dziury,2077
divestment,ogołocenie,2078
damning,potępiający,2079
caution,przestrogi,2080
own filth,własnych odchodach,2081
flogging,chłosta,2082
divisive,dzielący,2083
closeness,bliskość,2084
hustle,pośpiech,2085
comprehend,zrozumieć,2086
cardiovascular,układu sercowo-naczyniowego,2087
decelerate,zmniejszać prędkość,2088
because of habitat loss,z powodu utraty siedlisk,2089
roamed,wędrował,2090
esophagus,przełyk //isofiges,2091
esophagus,przełyk,2092
dry by,wysuszyć,2093
stool,stolec,2094
sensibilities,delikatność uczuć,2095
stalled,utknęły,2096
pecker,kutas,2097
assets,majątek,2098
lard,smalec,2099
nicely,ładnie,2100
pull over,zjechać na pobocze,2101
senile,starczy,2102
straw,słoma,2103
before dawn,przed świtem,2104
miserly,skąpy,2105
plead,błagać,2106
chip in,"postawić, złożyć sie",2107
chip in,postawić,2108
intent,zamiar,2109
pail,wiadro,2110
scraps,skrawki,2111
turnip,rzepa,2112
swing,"huśtawka , rozmach",2113
shrine,świątynia,2114
hostility,wrogość,2115
felt numb,czułem zdrętwiałe,2116
pitcher,dzban,2117
den,legowisko,2118
scrubbing,szorowanie,2119
suffocate,dusić,2120
worn-out,wyczerpany,2121
give over,przekażę,2122
cutaway view,widok w przekroju,2123
stroller,wózek dziecięcy,2124
vacated,opuszczone,2125
premises,lokal,2126
gallstones,kamienie żółciowe,2127
round up,zrobić obławę,2128
leg cramp,kurcze nóg,2129
noose,pętla,2130
naugahyde,"sztyczny material , wytrzymaly",2131
shabby,brudny nędzny,2132
curfew,godzina policyjna,2133
recuperate,odzyskać siły,2134
eventually,ostatecznie,2135
upon release,po zwolnieniu,2136
by comparison,w porównaniu,2137
lice,wszy,2138
pus,ropa,2139
crust,skórka na chlebie,2140
spotlessly,nieskazitelnie,2141
herring,śledź,2142
trenches,rowy,2143
leftover,resztki,2144
sore,ból,2145
hemorrhaging,krwotok,2146
cataract,zaćma,2147
glaucoma,jaskra,2148
brace yourself,przygotuj się,2149
rode,jechał,2150
come out,wyjść,2151
diabetes,cukrzyca,2152
druggist,aptekarz,2153
hosiery,wyroby pończosznicze,2154
dowry,posag,2155
pedal,pedałować,2156
get along,dawać sobie radę,2157
their toll,swoje żniwo,2158
insular,wyspiarski,2159
wait up,zaczekaj,2160
rotten egg,zgniłe jajko,2161
solar,słoneczny,2162
guidelines,wytyczne,2163
endeavor,dążyć,2164
sight,widok,2165
surfacing.,wypłynąć na powierzchnię .,2166
twilight,zmierzch,2167
nightfall,zmrok,2168
dusk,zmierzch,2169
dawn,świt,2170
estranged,obcy,2171
mildly,łagodnie,2172
blunder,pomyłka,2173
devout,pobożny,2174
breach,wyłom,2175
retaken,odzyskali,2176
amends,odszkodowanie,2177
combined,łączny,2178
came upon,nadszedł,2179
torch,pochodnia,2180
captivity,niewola,2181
starve,głodować,2182
dwarf,krasnolud,2183
contrary,przeciwnie,2184
evaluate,rachowac,2185
evaluate,oceniać,2186
liberate,uwalniać,2187
caveats,ostrzeżenia,2188
credence,wiara,2189
elder,starszy,2190
amicable,przyjazny,2191
role model,wzór do naśladowania,2192
tender,delikatny,2193
harvest moon,pełnia księżyca,2194
portable,przenośny,2195
oversaw,nadzorował,2196
spear,włócznia,2197
discount,zniżka,2198
shackles,kajdany,2199
urge,impuls,2200
incapable,niezdolny,2201
reluctant,niechętny,2202
loot,łup,2203
bringing up the rear,zamykał pochód,2204
leaned,pochylił,2205
harshly,cierpko zgryźliwie,2206
stride stride,krok (inny czas),2207
sourly,kwaśno,2208
bile,żółć,2209
frowned,zmarszczył,2210
bowed,skłonił,2211
contrition,skrucha,2212
degenerates,degeneratów,2213
chastise,karać,2214
arousal,pobudzenie,2215
endured,znosił,2216
validation,uprawomocnienie,2217
uterus.,macica.,2218
womb,łono,2219
append,dodać,2220
requisite,wymagany,2221
preferable,lepszy,2222
ambiguity.,dwuznaczność.,2223
dairy,nabiał,2224
intimitate,prywatność,2225
extricated,wydobył,2226
timorous,bojaźliwy,2227
the insincere,nieszczery,2228
assaults,napastowanie,2229
for its revenue,jej przychodów,2230
preceding,poprzedzający,2231
introduce,przedstawiać,2232
many flaws,wiele wad,2233
myriad of obstacles throughout his life,mnóstwo przeszkód przez całe życie,2234
weeping,płacz,2235
janitor,dozorca,2236
bullying,znęcanie się,2237
fell off,spaść,2238
purpose,cel,2239
pick on,czepiają,2240
tease me,drażnij mnie,2241
cut off,odciąć,2242
reckon,liczyć się,2243
assignment,zadanie,2244
entitled to,uprzywilejowana do,2245
relevant,istotnych,2246
leisure,wolny czas,2247
defied,przeciwstawił,2248
precast,prefabrykaty,2249
in remembrance of the ordeal,na pamiątkę męki,2250
she was swept up,była zmieciony,2251
perishes,ginie,2252
endeavored,usiłowali,2253
allegedly illegal,rzekomo nielegalne,2254
quarrels,handryczenie się,2255
vowels,samogłoski,2256
encounter,spotkanie,2257
"self-consciousness,","samoświadomość ,",2258
confidential,poufny,2259
sue,pozwać,2260
under seal,pod zamknięciem,2261
hours of mankind,godzina ludzkości,2262
is to simply rip,jest po prostu zgrać,2263
to cater,aby zaspokoić,2264
scapegoat,kozioł ofiarny,2265
withdrew,wycofał,2266
the last nuns,ostatnie zakonnice,2267
botched,nieudana,2268
intimate,intymny,2269
do not contradict ourselves,nie zaprzeczają sobie,2270
hoebag,kurwiszon nad kurwiszony,2271
majority,większość,2272
sufficient initial evidence,wystarczające dowody początkowa,2273
deploy,rozlokować oddział,2274
only placed under preliminary investigation,tylko umieszczony pod wstępnego dochodzenia,2275
bucket list,lista rzeczy do zrobienia przed śmiercią,2276
at council of europe,w radzie europy,2277
are point coordinates,są współrzędne punktu,2278
innermost,najgłębszy,2279
withdrawal,wycofanie,2280
supplement,uzupełnienie,2281
denotes,oznacza,2282
can be applied,mogą być stosowane,2283
and which operations can be applied,i które operacje mogą być stosowane,2284
prompts,skłonic,2285
parallel,równolegle,2286
dispassionate,beznamiętny,2287
lever,dźwignia,2288
thirst quenching,gaszące pragnienie,2289
hostile,wrogi,2290
abhorrent,odrażający,2291
plethora,nadmiar,2292
you never feel cooped up,nigdy nie czują się stłoczonych,2293
dwell,mieszkać,2294
the humidity,wilgotność,2295
interconnectedness,wzajemne powiązania,2296
intimidating,zastraszające,2297
audacity,śmiałość,2298
stale,nieświeży,2299
bonded subcontracting,związany podwykonawstwo,2300
conducted raids,prowadzone naloty,2301
discourage,zniechęcać,2302
has prompted,skłoniło,2303
prevailing,dominujący,2304
re-admissible,ponowne dopuszczalne,2305
obstetrician,położnik,2306
fraudulent schemes,oszukańcze systemy,2307
repealed,uchylona,2308
facilitation,ułatwienie,2309
may be utilized,może zostać wykorzystany,2310
adhering,przylegającą,2311
actionable,zaskarżalny,2312
unfounded,bezzasadny,2313
unchain,rozkuć,2314
life expectancy,długość życia,2315
cognitive bias,błąd poznawczy,2316
cognitive,poznawczy,2317
not life threatening.,nie zagrażające życiu.,2318
ultimately,ostatecznie,2319
grouch,zrzęda,2320
smack dab,zimnica,2321
interfere,mieszac sie,2322
unhitching,odczepianie,2323
barn,stodoła,2324
blizzard,burza śnieżna,2325
bushwhack,nagla napasc,2326
fetched,naciągane,2327
stew,gulasz,2328
committed,zobowiązany,2329
captivating,urzekający,2330
dumbest,najgłupsze,2331
lick,lizać,2332
heartbreaking liars promise,wzruszajace klamstwa,2333
i spit on it,pluję na nim,2334
a yellow stripe down your back,tchorz,2335
trigger,"wywołać, spust broni",2336
concerned,zaniepokojony,2337
stroke of luck,łut szczęścia,2338
applies,dotyczy,2339
pretty sneaky,całkiem sprytne,2340
remain,pozostawać,2341
precautions,środki ostrożności,2342
ravings,majaczenia,2343
leather patience,skóra cierpliwość,2344
duplicitous,dwulicowy,2345
unconditional,bezwarunkowy,2346
apt,trafny,2347
inclination,nachylenie,2348
captured,schwytany,2349
outta,stąd,2350
facilitate,ułatwiać,2351
kept up in her absence,utrzymane w jej braku,2352
headstone,nagrobek,2353
symbolic plot,działka symboliczne,2354
resolve,rozwiązać,2355
stew food,gulasz żywności,2356
never struck me,nigdy nie uderzyło mnie,2357
sounds peculiar,brzmi osobliwe,2358
chap,facet,2359
bounty hunter,łowca nagród,2360
the stable,stajni,2361
haberdashery,pasmanteria,2362
latch,zatrzask,2363
steer clear of,omijać,2364
saddle,siodło,2365
abrupt,nagły,2366
guts,wnętrzności,2367
overrated,przereklamowane,2368
bounty,hojność,2369
revocation,unieważnienie,2370
misrepresent,zakłamać,2371
settlement plan,plan rozliczenia,2372
reluctant immigrant,niechętnie imigrantów,2373
social welfare,pomoc społeczna,2374
probation,staż,2375
timing belt,pasek rozrządu,2376
woes,nieszczęścia,2377
in surveys,w ankietach,2378
pattern,wzór,2379
competencies,kompetencje,2380
check tires for wear and inflation regularly,sprawdzić opony pod kątem zużycia i inflacji regularnie,2381
toughest,najtwardszy,2382
axles,osie,2383
obstructing,zapierający,2384
barely,ledwo,2385
pet peeve,denerwuje,2386
unfamiliar,nieznany,2387
beseeching,błagalny,2388
profound,głęboki,2389
fetch you down,sprowadzić na dół,2390
covetousness,chciwość,2391
reckoning,rachunek,2392
fair compensation,godziwej rekompensaty,2393
inviolable,nienaruszalny,2394
grant,udzielic,2395
expose,narazic,2396
trampled,deptane,2397
idle,bezczynny,2398
beguile,oszukać,2399
fiddle,skrzypce,2400
ungodly,bezbożny,2401
damnation,potępienie,2402
consign,skladac,2403
consign,frachtować,2404
gory,krwawy,2405
the swamp,bagno,2406
gut,jelito wypatroszyc,2407
gut,jelito,2408
foul,faul zanieczyszczone,2409
concede,przyznać ustapic,2410
concede,przyznać,2411
lusty,krzepki,2412
peculiarities,osobliwości wlasciwosc,2413
predilection,szczególne upodobanie,2414
fidelity,wierność,2415
retrieve,odzyskać,2416
were inquiring about distinguished individuals,zostały pyta o wybitnych osób,2417
rags,łachmany,2418
tatters,łachmany,2419
cast down,rzucać,2420
your leisure,twój wypoczynek,2421
piles,hemoroidy,2422
heap,stos,2423
dawdle,mitrężyć,2424
overseer,nadzorca,2425
peck,dziobać,2426
marvel,podziwiać,2427
is the least of it,jest co najmniej o nim,2428
brute,bydlę,2429
stripes,paski,2430
reluctance,niechęć,2431
sloppy,niechlujny,2432
ultimate,najwyższy,2433
exclamation,wykrzyknik,2434
abrasive,ścierny,2435
filaments.,włókna .,2436
relays,przekaźniki,2437
will reveal,ujawni,2438
weirdly,upiornie,2439
frontrunner,liderem,2440
contemporary,współczesny,2441
roaring,ryk,2442
outcome,wynik,2443
probable cause,prawdopodobna przyczyna,2444
in a duffel bag,w torbie,2445
was apprehended,został zatrzymany,2446
surfaced,pojawiły,2447
with harrowing lawsuits,z wstrząsających spraw sądowych,2448
you oughta know,powinieneś wiedzieć,2449
various relatives,różne krewni,2450
i regarded as very precious,i traktowane jako bardzo cenny,2451
own children's guardians,opiekunowie własnych dzieci,2452
sources differ,źródła różnią,2453
corporal punishment,kara cielesna,2454
briefly,krótko,2455
she ended up bedridden,zakończyła się ona przykuta do łóżka,2456
the physician marveled;,lekarz dziwili ;,2457
"bade me lean on god's love,","kazał mi oprzeć się na bożą miłość ,",2458
bade me,kazał mi,2459
the scriptures,pismo święte,2460
overturned,wywrócony,2461
capitalize on that,"wykorzystać, że",2462
inducing,wywoływania,2463
incapacitate,ubezwłasnowolnić,2464
lunging in.,rzucając się .,2465
oft-overlooked,często pomijane,2466
signaling a return to the studio system,sygnalizując powrót do systemu studio,2467
a sort of lean,rodzaj chude,2468
flourishing,kwitnący,2469
captivated,urzeczony,2470
turned down,odrzucił,2471
dump you,zrzucić cię,2472
fulcrum,punkt podparcia,2473
concussion,wstrząs mózgu,2474
impressment,branka,2475
get stuffed,wypchaj się,2476
sequence,sekwencja,2477
tuples,krotki,2478
ascending,rosnąco,2479
sneak peek,zapowiedź,2480
comprehension,zrozumienie,2481
omit,pomijać,2482
unavailable due to scheduled maintenance.,niedostępne z powodu zaplanowanej konserwacji .,2483
to lay it on the line,mówić bez ogródek,2484
tactical gear,wyposażenie taktyczne,2485
square up,rozliczać się,2486
necklace,naszyjnik,2487
paved.,wybrukowany.,2488
enshrined,zapisana,2489
ruggedness,wytrzymałość,2490
notably,szczególnie,2491
accomplice,wspólnik,2492
ransacked her,splądrowali ją,2493
though,chociaż,2494
acquitted,uniewinniony,2495
allegedly,rzekomo,2496
ultimately split,ostatecznie podzielone,2497
lawsuit,pozew sądowy,2498
sobbing,szlochając,2499
bail,kaucja,2500
misdemeanor,wykroczenie,2501
pleaded,przyznał się,2502
lease,wynajem,2503
though rarely,choć rzadko,2504
commonwealth,wspólnota,2505
was weakened,był osłabiony,2506
was an encounter,było spotkanie,2507
he is credited,przypisuje mu się,2508
accomplish for her age,osiągnięcia jak na swój wiek,2509
fetch,sprowadzać,2510
dreadful,straszny,2511
apparent,pozorny,2512
mocking,szyderczy,2513
keen,zapalony,2514
superior,lepszy,2515
gazed,spoglądał,2516
delighted,zachwycony,2517
flatter,pochlebiać,2518
particularly,szczególnie,2519
accidents,wypadki,2520
mortality rates,śmiertelność,2521
distinctive,charakterystyczny,2522
the mending,cerowanie,2523
tinsmithing,blacharsko,2524
distinguished,wybitny,2525
squandered,roztrwonił,2526
curbs,krawężniki,2527
sprawled on the carpet,leżał na dywanie,2528
sprawled,rozwalony,2529
lingering,przewlekły,2530
roast,pieczeń,2531
her cope,jej poradzić sobie,2532
digestible,strawny,2533
merely,jedynie,2534
coordinates,współrzędne,2535
shin,goleń,2536
thoughtfully,zamyśleniu,2537
vaccination,szczepienie ochronne,2538
drug overdose,przedawkowania narkotyków,2539
custody dispute,opieki spór,2540
and preceded a custody dispute over their two daughters,oraz poprzedzone sporu opiekuńczego nad ich dwiema córkami,2541
warlock,czarodziej,2542
dismissal,zwolnienie,2543
goddesses,boginie,2544
feature documentary,film dokumentalny,2545
was featured,została wyróżniona,2546
made headlines,na pierwszych stronach gazet,2547
not permitted,niedozwolone,2548
rushed out,wybiegł,2549
disbelief,niedowierzanie,2550
slide out,wysuń,2551
filthy slut.,brudna dziwka .,2552
affiliation,przynależność,2553
pled guilty,przyznał się,2554
denied,zaprzeczył,2555
public safety concerns,obawy o bezpieczeństwo publiczne,2556
initially,początkowo,2557
allegiance,wierność,2558
pledged,zobowiązali,2559
undergoes,ulega,2560
tends to remain trapped in the fibrous tissue,zazwyczaj pozostają uwięzione w tkankę włóknistą,2561
deflate,siadać,2562
capsular contracture,przykurczu torebki,2563
inserted,włożona,2564
outer,zewnętrzny,2565
ruptures,pęknięcia,2566
apply pressure,uciskać,2567
encountered,napotkał,2568
insurgency,powstanie przeciw władzy,2569
contravening,naruszania,2570
facing adversity,przeciwności stoi,2571
vicissitudes,zmienne koleje losu,2572
endurance,wytrzymałość,2573
adversity,nieszczęście,2574
shrewdness,przebiegłość,2575
prudence,roztropność,2576
conveys,przekazuje,2577
